Date,Open,High,Low,Close,Adj Close,Volume
2018-03-20,118.910004,119.220001,118.830002,118.949997,115.768562,5446000
2018-03-21,118.660004,119.419998,118.110001,119.080002,115.895088,9742400
2018-03-22,120.309998,120.820000,119.669998,120.260002,117.043533,12136600
2018-03-23,119.680000,120.309998,119.620003,120.169998,116.955925,7250400
2018-03-26,120.000000,120.449997,119.669998,119.709999,116.508247,8237900
2018-03-27,119.830002,121.120003,119.809998,120.989998,117.753990,9168500
2018-03-28,121.449997,121.639999,120.949997,121.309998,118.065445,7412500
2018-03-29,121.540001,122.290001,121.510002,121.900002,118.639648,9694300
2018-04-02,121.349998,122.360001,121.160004,121.879997,118.873734,12036500
2018-04-03,121.360001,121.480003,120.830002,120.940002,117.956924,9855000
2018-04-04,121.349998,121.459999,120.599998,120.690002,117.713097,6654300
2018-04-05,120.099998,120.269997,119.769997,119.790001,116.835289,7603700
2018-04-06,120.660004,121.150002,120.220001,121.099998,118.112976,8831200
2018-04-09,120.639999,121.300003,120.349998,121.300003,118.308052,6307500
2018-04-10,121.199997,121.379997,120.779999,121.080002,118.093483,6046000
2018-04-11,121.849998,121.889999,121.269997,121.510002,118.512871,5901300
2018-04-12,121.040001,121.070000,120.410004,120.620003,117.644836,6622800
2018-04-13,120.519997,121.129997,120.500000,120.900002,117.917923,4964000
2018-04-16,120.230003,120.970001,120.180000,120.940002,117.956924,4491300
2018-04-17,120.919998,121.580002,120.820000,121.269997,118.278778,5590400
2018-04-18,121.290001,121.339996,120.279999,120.300003,117.332718,8138400
2018-04-19,119.419998,119.529999,118.809998,119.320000,116.376884,9875800
2018-04-20,118.889999,119.129997,118.430000,118.459999,115.538116,7579400
2018-04-23,118.330002,118.620003,118.080002,118.489998,115.567360,7073200
2018-04-24,118.209999,118.449997,117.760002,117.949997,115.040672,8190800
2018-04-25,117.410004,117.650002,116.940002,117.160004,114.270164,6603800
2018-04-26,117.730003,118.129997,117.589996,117.980003,115.069946,6528600
2018-04-27,118.470001,118.949997,118.440002,118.889999,115.957497,5401800
2018-04-30,119.080002,119.559998,118.940002,119.099998,116.162315,8321100
2018-05-01,118.769997,118.839996,118.230003,118.410004,115.743965,7979200
2018-05-02,118.639999,118.870003,118.260002,118.279999,115.616875,4644000
2018-05-03,118.839996,119.309998,118.680000,118.809998,116.134941,6345300
2018-05-04,119.230003,119.230003,118.489998,118.989998,116.310898,4283500
2018-05-07,118.970001,119.019997,118.739998,118.800003,116.125175,3647800
