Date,Open,High,Low,Close,Adj Close,Volume
2018-03-20,274.010010,274.760010,273.299988,274.059998,268.542755,5915200
2018-03-21,273.980011,276.399994,273.299988,273.559998,268.052826,4234400
2018-03-22,269.670013,270.730011,265.209991,265.470001,261.299591,4727500
2018-03-23,266.000000,266.350006,259.609985,259.829987,255.748184,5833600
2018-03-26,264.070007,267.239990,261.190002,267.000000,262.805573,6544700
2018-03-27,267.980011,268.589996,260.609985,262.320007,258.199097,5711000
2018-03-28,262.519989,264.440002,260.359985,261.619995,257.510101,5095300
2018-03-29,262.859985,267.049988,262.070007,265.369995,261.201172,5552000
2018-04-02,264.369995,264.929993,256.429993,259.209991,255.137939,6102600
2018-04-03,260.630005,263.040009,258.600006,262.579987,258.454987,6600400
2018-04-04,258.519989,266.170013,258.350006,265.630005,261.457092,3770100
2018-04-05,267.350006,268.420013,266.140015,267.480011,263.278076,3066000
2018-04-06,265.200012,266.940002,259.760010,261.570007,257.460876,5700200
2018-04-09,263.230011,266.640015,262.309998,262.700012,258.573120,3360400
2018-04-10,266.109985,267.859985,264.790009,266.970001,262.776031,4183900
2018-04-11,265.269989,267.429993,265.179993,265.519989,261.348816,2997600
2018-04-12,267.089996,268.820007,266.869995,267.790009,263.583160,2994000
2018-04-13,269.299988,269.359985,265.799988,266.970001,262.776031,4026400
2018-04-16,268.799988,270.029999,267.899994,269.190002,264.961121,3311600
2018-04-17,271.179993,272.730011,270.579987,272.070007,267.795898,2794900
2018-04-18,272.540009,273.140015,271.760010,272.190002,267.914063,2766900
2018-04-19,271.480011,271.709991,269.549988,270.720001,266.467133,2675400
2018-04-20,270.649994,270.890015,267.450012,268.440002,264.222931,2883800
2018-04-23,269.160004,269.720001,267.190002,268.440002,264.222931,2999700
2018-04-24,269.549988,269.799988,263.049988,264.890015,260.728729,4818200
2018-04-25,264.700012,265.920013,262.670013,265.420013,261.250427,3592500
2018-04-26,266.600006,269.059998,266.100006,268.149994,263.937500,2564300
2018-04-27,268.790009,269.179993,267.299988,268.390015,264.173737,3579900
2018-04-30,269.070007,269.700012,266.200012,266.309998,262.126373,3839400
2018-05-01,265.779999,266.920013,263.899994,266.829987,262.638214,2973500
2018-05-02,266.579987,267.480011,264.529999,264.970001,260.807465,3090300
2018-05-03,264.000000,265.149994,260.809998,264.399994,260.246429,3409200
2018-05-04,263.309998,268.600006,262.940002,267.820007,263.612701,2378500
2018-05-07,268.750000,269.839996,267.950012,268.790009,264.567444,2185200
2018-05-08,268.329987,269.130005,266.970001,268.679993,264.459167,3261000
2018-05-09,269.510010,271.720001,268.950012,271.440002,267.175842,3335400
2018-05-10,272.239990,274.269989,272.070007,273.899994,269.597168,3494500
2018-05-11,274.040009,275.040009,273.480011,274.470001,270.158234,2639000
2018-05-14,275.220001,275.940002,274.279999,274.820007,270.502747,1876000
2018-05-15,273.450012,273.500000,271.910004,272.809998,268.524292,3820400
2018-05-16,272.980011,274.619995,272.980011,274.100006,269.794037,2068500
2018-05-17,273.820007,275.119995,272.980011,273.880005,269.577515,2289900
2018-05-18,273.489990,273.920013,272.809998,273.209991,268.917999,2262600
2018-05-21,274.859985,275.869995,274.459991,275.209991,270.886597,1796300
2018-05-22,275.859985,276.170013,274.130005,274.470001,270.158234,1919200
2018-05-23,273.049988,275.299988,272.920013,275.250000,270.925964,2278000
