Date,Open,High,Low,Close,Adj Close,Volume
2018-03-20,136.429993,136.820007,135.529999,135.880005,132.875290,77800
2018-03-21,135.509995,135.740005,134.110001,134.389999,131.418228,204100
2018-03-22,134.009995,134.929993,133.139999,133.149994,130.205643,146400
2018-03-23,133.500000,134.130005,131.460007,131.559998,128.650787,251100
2018-03-26,132.639999,133.520004,132.130005,133.369995,130.420776,423900
2018-03-27,133.630005,134.660004,132.800003,133.320007,130.371887,96800
2018-03-28,133.610001,135.660004,133.600006,135.059998,132.073410,189900
2018-03-29,135.720001,136.869995,135.589996,136.119995,133.109970,146100
2018-04-02,135.770004,135.770004,132.270004,132.770004,129.834045,127800
2018-04-03,133.559998,134.949997,133.089996,134.600006,131.623581,118900
2018-04-04,133.589996,137.179993,133.589996,136.679993,133.657578,137700
2018-04-05,137.119995,137.550003,136.309998,137.100006,134.068314,99400
2018-04-06,136.330002,137.750000,135.169998,135.740005,132.738373,89400
2018-04-09,135.889999,137.000000,135.289993,135.589996,132.591675,77400
2018-04-10,136.389999,136.589996,135.300003,136.080002,133.070862,104200
2018-04-11,135.460007,136.410004,135.130005,135.800003,132.797043,77300
2018-04-12,136.320007,136.690002,135.580002,135.580002,132.581909,72100
2018-04-13,136.020004,136.419998,135.559998,136.119995,133.109970,76800
2018-04-16,136.369995,138.429993,136.369995,137.669998,134.625687,140600
2018-04-17,137.880005,138.600006,137.350006,138.039993,134.987488,109400
2018-04-18,138.139999,138.220001,136.899994,137.080002,134.048737,71600
2018-04-19,135.380005,136.029999,132.729996,133.339996,130.391434,109800
2018-04-20,133.169998,133.399994,130.970001,131.240005,128.337860,194000
2018-04-23,131.220001,131.389999,130.550003,131.020004,128.122742,139600
2018-04-24,131.350006,131.350006,129.500000,130.350006,127.467552,140700
2018-04-25,130.199997,131.089996,129.899994,130.619995,127.731575,135300
2018-04-26,130.889999,131.779999,130.350006,131.270004,128.367203,163500
2018-04-27,131.000000,132.330002,131.000000,131.929993,129.012604,73700
2018-04-30,132.130005,132.740005,130.869995,131.070007,128.171631,100500
2018-05-01,130.809998,130.809998,129.130005,129.979996,127.105721,185500
2018-05-02,129.830002,129.979996,127.360001,127.639999,124.817482,142300
2018-05-03,127.720001,128.160004,126.779999,127.330002,124.514336,126800
2018-05-04,127.220001,129.899994,127.220001,129.309998,126.450546,150400
2018-05-07,129.479996,129.600006,128.300003,128.610001,125.766029,106100
2018-05-08,128.220001,128.309998,127.519997,128.050003,125.218422,119700
2018-05-09,127.800003,128.600006,127.610001,128.279999,125.443321,121100
2018-05-10,128.789993,129.720001,128.779999,129.119995,126.264755,150600
2018-05-11,129.460007,129.929993,128.779999,129.119995,126.264755,91400
2018-05-14,129.339996,129.509995,128.830002,129.000000,126.147400,139400
2018-05-15,128.440002,129.000000,127.879997,128.619995,125.775810,166200
2018-05-16,128.779999,129.869995,128.779999,129.649994,126.783028,111300
2018-05-17,129.880005,130.259995,129.630005,129.970001,127.095947,103200
2018-05-18,129.850006,129.850006,128.720001,129.210007,126.352776,158200
2018-05-21,129.720001,130.130005,129.500000,129.789993,126.919937,115000
2018-05-22,129.919998,130.539993,129.289993,129.440002,126.577682,112400
2018-05-23,129.179993,130.050003,129.039993,129.990005,127.115517,138600
2018-05-24,129.889999,130.080002,129.229996,129.919998,127.047066,101700
2018-05-25,129.789993,130.860001,129.720001,130.100006,127.223076,81200
2018-05-29,129.610001,130.330002,129.300003,129.820007,126.949272,105300
2018-05-30,130.039993,131.869995,129.970001,131.619995,128.709457,142100
2018-05-31,131.240005,131.240005,129.100006,129.610001,126.743919,238300
2018-06-01,129.729996,130.169998,129.330002,129.639999,126.773254,84300
2018-06-04,129.880005,130.839996,129.880005,130.679993,127.790237,106300
2018-06-05,130.839996,131.000000,129.860001,130.229996,127.350197,103200
2018-06-06,130.270004,130.289993,129.449997,130.289993,127.408859,98700
2018-06-07,130.050003,131.639999,129.839996,130.970001,128.073837,92300
2018-06-08,131.110001,132.630005,131.110001,132.630005,129.697128,129600
2018-06-11,132.539993,133.899994,132.539993,133.630005,130.675034,125400
2018-06-12,133.649994,133.940002,133.070007,133.919998,130.958618,86400
2018-06-13,133.919998,134.059998,133.139999,133.440002,130.489227,112800
2018-06-14,133.800003,134.000000,133.389999,133.789993,130.831482,112800
2018-06-15,133.720001,135.500000,133.720001,135.460007,132.464569,136800
2018-06-18,134.759995,134.759995,133.089996,133.729996,130.772812,203700
2018-06-19,133.149994,134.589996,133.149994,134.429993,131.457336,155600
2018-06-20,134.770004,134.830002,134.020004,134.600006,131.623581,137900
2018-06-21,134.639999,135.210007,134.500000,134.830002,131.848495,739500
2018-06-22,135.080002,136.059998,135.080002,135.860001,132.855713,215300
2018-06-25,135.520004,136.600006,135.520004,136.440002,133.422897,161900
2018-06-26,136.500000,136.820007,135.369995,136.059998,133.051285,228900
2018-06-27,135.910004,136.889999,135.220001,135.429993,132.435211,174600
2018-06-28,134.029999,134.639999,133.449997,134.389999,132.639526,116300
2018-06-29,134.309998,135.000000,133.860001,134.270004,132.521103,103200
